,text,labels,predictions
295,The fake enthusiasm of the interviewer is so repulsif. He looks lgbt definitely. Brrr,Non_hope_speech,Non_hope_speech
296,“Demon of homosexuality”nMe as a demon,Non_hope_speech,Non_hope_speech
297,WHO will the mob turn on NEXT?WHAT will trigger them?Palestine/Israel?Northern Ireland?The Genie is out of the bottle-it will be HARD to get the stopper back on!,Non_hope_speech,Non_hope_speech
298,Sheriff Clarke looks like a real man. Just look at those strong shoulders. He carries himself well compared to men on the left.. Men on THE LEFT have those weak droopy shoulders compared to men on the right. Trump has those  shoulders,Non_hope_speech,Non_hope_speech
299,Probably the best example of intelligence frustration I've heard. Well said.,Non_hope_speech,Non_hope_speech
300,It's a choice tho,Non_hope_speech,Non_hope_speech
301,@***** Specially if they have the looks of the girl on this video,Non_hope_speech,Non_hope_speech
302,White people just don't get it... probably never will...,Non_hope_speech,Non_hope_speech
303,But right now it‘s all about black lives,Non_hope_speech,Non_hope_speech
304,I am hard but I am fair. There is no racial bigotry here. Here you are all equally worthless. Do you maggots understand?nnGunnery Sergeant Hartman,Non_hope_speech,Non_hope_speech
305,Nancy pelosi she wants trump in prison,Non_hope_speech,Non_hope_speech
306,Good for hernnnnI KNEW IT,Non_hope_speech,Non_hope_speech
307,@ShadowSupra Get a brain sir.,Non_hope_speech,Non_hope_speech
308,What does BLM and a leap year have in common??n...n.....n........n........... Both occure and gain relevancy every 4 years.,Non_hope_speech,Non_hope_speech
309,george also if ur a trump supporter u must not be educated. And if ur educated and u still support him,Non_hope_speech,Non_hope_speech
310,@Rob Cthat was written by Paul,Non_hope_speech,Non_hope_speech
311,bike is short for bichael because the have a right too whether you like it or not,Non_hope_speech,Non_hope_speech
312,He seems so troubled by the world today. I hope he has peace in his personal life.,Non_hope_speech,Non_hope_speech
313,I can already see,Non_hope_speech,Non_hope_speech
314,Jessica Walker How can God love the sinner and hate the sin when in your eyes,Non_hope_speech,Non_hope_speech
315,COP LIVES MATTER,Non_hope_speech,Non_hope_speech
316,This is why I wish I was a boy. Sometimes because of the things I like,Non_hope_speech,Non_hope_speech
317,@StrudelGod SHE IS NOT A HOMOPHOBE. she is a Child of God who is trying to spread the truth so that they all don't go to hell!,Non_hope_speech,Non_hope_speech
318,Good one lol,Non_hope_speech,Non_hope_speech
319,@jmal sorry for the insult,Non_hope_speech,Non_hope_speech
320,Sarah Staggs isn’t America already equal,Non_hope_speech,Non_hope_speech
321,elvis ricardo Where is the systemic racism. Point it out,Non_hope_speech,Non_hope_speech
323,Why don't you put a too at the end of it then? That'd be more convincing.,Non_hope_speech,Non_hope_speech
324,@Sandra McDonald umm ...that should be a capital G...js,Non_hope_speech,Non_hope_speech
325,kysangie (internalised homophobia),Non_hope_speech,Non_hope_speech
326,Mae Cedro good for you. hope it stays that way for you. It's not usually like that for us,Non_hope_speech,Non_hope_speech
327,The Book can consider what it wants. It won't change that I find it AVOIDS discussing some things altogether. And that Numbers 11 and 31 and Samuel 15,Non_hope_speech,Non_hope_speech
328,It's them who have further to fall,Non_hope_speech,Non_hope_speech
329,The gays are so wonderful.,Hope_speech,Hope_speech
330,Is priti secretly working to destroy the Tory party from within? It would be the only thing that would make sense to me!,Non_hope_speech,Non_hope_speech
331,The boy he wanted some tips so he can be there for his friend how sweet,Hope_speech,Hope_speech
332,simi loves music ur brother is full of himself... slap a little sense into him,Non_hope_speech,Non_hope_speech
333,Black lives matter is when your house is on fire. All lives matter is your neighbor standing in front of the firetruck saying why are you just going to his house?! My house is important too!nSo the firefighter yells,Non_hope_speech,Non_hope_speech
334,but when given the choice between black lives matter and all lives matter,Non_hope_speech,Non_hope_speech
337,The lives of cows chickens and pigs matters.  Wake up top what's on your plate folks,Non_hope_speech,Non_hope_speech
338,Hello! I am certainly not the best to speak to this,Non_hope_speech,Non_hope_speech
339,it is said THEIR ARE NO ATHEISTS IN THE TRENCHES  their is probably NO SKIN VARIATION IN THE TRENCHES EITHER .time to unite,Non_hope_speech,Non_hope_speech
340,Says the person who has supports a president with more lawsuits than days in office,Non_hope_speech,Non_hope_speech
341,This sick...stop pushing this. You need to repent,Non_hope_speech,Non_hope_speech
342,@FLORAL CASH well Trump had all the numbers at record bests before Covid-19.,Non_hope_speech,Non_hope_speech
343,@FAZE ARNOLD nLet's talk about the subject. Do white people have to sit in the back of the bus now,Non_hope_speech,Non_hope_speech
345,Stop it!! Facts are evil and racist and they hurt my feelings!!!,Non_hope_speech,Non_hope_speech
347,It will end bad. What shall we do?? Forget all the good because our ancesters all n everywhere had slavery as a way of life. Then we stopped it first that should be applauded. Go n stop the existing slavery if u feel so strongly. No u wont. U r criminals at heart.,Non_hope_speech,Non_hope_speech
348,@Duo isn't holding my family hostage he held a gun on a pregnant womans belly whilst his friend searched her house for drugs and money.,Non_hope_speech,Non_hope_speech
349,Who inspires you to come out can be very personal. For me,Hope_speech,Hope_speech
350,@??? well he was asking her questions on why she didnt,Non_hope_speech,Non_hope_speech
351,YBC Jayy the people around her have this child brainwashed.  It’s not her fault,Non_hope_speech,Non_hope_speech
352,This is no longer about BLM! There shouldn't even be protests in the UK coz,Non_hope_speech,Non_hope_speech
353,Snorres Edda You're a fucking idiot. Tell me when BLM supporters went around LYNCHING people FOR THE SKIN COLOR THEY WERE BORN WITH. You CLEARLY know nothing about BOTH BLM nor the KKK to make such a dumbass comparison. Stop watching FOX News and go back to school where you can get yourself an education so you actually know what the fuck you're talking about when you speak.,Non_hope_speech,Non_hope_speech
354,Its part of the stupid cancel culture.nInstead of learning from their past,Non_hope_speech,Non_hope_speech
355,Atleast the Democrats nvr called the Military and National Guard on it's own people.,Non_hope_speech,Non_hope_speech
356,ISIS turned out to be proxy,Non_hope_speech,Non_hope_speech
358,The gap in her teeth is back,Non_hope_speech,Non_hope_speech
360,@poopman69 I never said you weren't entitled to your opinion.,Non_hope_speech,Non_hope_speech
362,Oh dear trying too hard to stay relevant?!?,Non_hope_speech,Non_hope_speech
363,But they killed David Dorn and ruined the lives of black store owners.,Non_hope_speech,Non_hope_speech
364,When I went to a protest in my city I saw multiple people with signs for Hong Kong and BLM,Non_hope_speech,Non_hope_speech
365,Nobody is selling out. Your twisted way of thinking is what's wrong with this country. No one is obligated to think or feel a certain way just for being a certain skin color. Just like all white people aren't indoctrinated to being white supremacists,Non_hope_speech,Non_hope_speech
366,Where were these protesters during the years of apartheid?,Non_hope_speech,Non_hope_speech
367,Except for the dismal stats that Mr. Elder shares with us. Before the pandemic,Non_hope_speech,Non_hope_speech
368,@Richard Mahn One i never said she did not matter here.. I say all lives matter. red,Non_hope_speech,Non_hope_speech
369,It's almost like she was told to answer those questions,Non_hope_speech,Non_hope_speech
370,If that is little you do not hope to rise above your circumstances,Non_hope_speech,Non_hope_speech
371,It's such a deceptive tactic. Evil manifests in various ways. I just hope we are all weary of deception.,Non_hope_speech,Non_hope_speech
372,all part of the plan,Non_hope_speech,Non_hope_speech
374,stop forcing people to forcefully study engineeringnengineering is made for humans nif a girls want to study engineering she willnif she wants to study something other than engineering she willnIts totally her choice.nnnnnA person should only study something in which he/she is interested in and thus can excel in that field only.,Hope_speech,Hope_speech
375,Asians aren’t very out spoken and their individuality consciousness prioritize the lifestyle presented to them by their parents. Asians are the only racial group to thrive through every political party during the 21st century.,Non_hope_speech,Non_hope_speech
376,The Jewish community is just about the only group Gov would not mess with.,Non_hope_speech,Non_hope_speech
378,like... umnwhy is being surprised by your occupation sexism?,Non_hope_speech,Non_hope_speech
379,MusaMansa21 go to Africa where it’s a majority black system,Non_hope_speech,Non_hope_speech
380,Why are people suddenly saying All Lives Matter? Is it in response to Black Lives Matter? Are the All Lives Matter people offended by Black Lives Matter? It certainly appears to be the case. When I see Black Lives Matter I am not offended. I don't interpret it as Black Lives Matter More Than Other Lives. Perhaps they should of called themselves Black Lives Matter Too so that the All Lives Matter snowflakes didn't get offended. Who in their right mind would interpret Black Lives Matter as something negative and racist? Perhaps right minded Proud Conservatives.,Non_hope_speech,Non_hope_speech
381,Why are y'all beating up a little girl?!? She's still a kid,Non_hope_speech,Non_hope_speech
382,AtlantisMystic Walker #12894 shut up with your waterfall of atheist theories. You can keep your self-absorbed beliefs to your narcissistic self. You criticize Christians for telling atheists they’ll go to Hell,Non_hope_speech,Non_hope_speech
383,God gave us free will,Non_hope_speech,Non_hope_speech
384,Jimmy Pop oh shut up,Non_hope_speech,Non_hope_speech
